Publication date,URL,Publication date,Author Name,Image URL,Abstract,Abstract Length
2018-09-10,https://www.uni-potsdam.de/de/nachrichten/detail/2018-09-10-forscher-identifizieren-moegliches-medikament-fuer-seltene-erkrankung,10.09.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/b/4/csm_180910_Seyfried_Kat_Menschik_Artikel_fbd742c6df.jpg,"Ein Konsortium unter der Leitung eines Forschers der Medizinischen Hochschule Hannover (MHH) und der Universität Potsdam (UP) hat in einer umfangreichen Analyse im Mausmodell eine Substanz identifiziert, die Symptome der seltenen Blutgefäßerkrankung zerebrale kavernöse Fehlbildungen (cerebral cavernous malformations – kurc CCM) lindert. Bei Patienten, die an der Erkrankung leiden, kommt es zu Verwachsungen der Blutgefäße im Gehirn, die zu Hirnblutungen und Schlaganfällen führen können. Die Forscher untersuchten bereits für den Menschen zugelassene Wirkstoffe. Zu dem Konsortium gehören neben der MHH und der UP, das Hospital for Sick Children (SickKids) im kanadischen Toronto, die Université Paris Diderot und das INSERM Grenoble in Frankreich sowie das Leibniz-Institut für Molekulare Pharmakologie in Berlin. „Aktuell kann die Erkrankung nur durch einen neurochirurgischen Eingriff behandelt werden – jedoch nur, wenn die Verwachsungen nicht zu tief im Inneren oder in überlebenswichtigen Regionen des Gehirns liegen“, erklärt Professor Dr. Salim Seyfried, gemeinsam berufener Professor der UP und der MHH. Er koordiniert die von dem transnationalen E-RARE-Net CCMCURE-Konsortium durchgeführte Studie. „Ein Medikament zur Behandlung der Erkrankung wäre dringend wünschenswert. Solche Untersuchungen von bereits existierenden Medikamenten für mögliche neue Einsatzgebiete sind der schnellste Weg, um Medikamente zu finden.“ Ihre Ergebnisse veröffentlichte das internationale Team in dem Fachmagazin „EMBO Molecular Medicine“.",1533
2018-09-11,https://www.uni-potsdam.de/de/nachrichten/detail/2018-09-11-20-jahre-deutsch-ungarischer-doppelabschluss-500-absolventen-im-studiengang-deutsches-r,11.09.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/4/7/csm_IMG_9690_Szeged_Foto_Attila_Bado_842bd22253.jpg,"In einem Festakt am 8. September 2018 haben die Universitäten Szeged (Ungarn) und Potsdam den Titel Master of Laws an elf ungarische Juristen verliehen. In den letzten zwei Jahren haben sie den Studiengang „Deutsches Recht mit Ausbildung zum Fachübersetzer“ absolviert. Beide Universitäten verleihen den akademischen Titel gemeinsam. „Der gemeinsame Studiengang ist beispielhaft in der Verbindung der Vermittlung von Fachwissen und interkulturellen Kompetenzen“, so der er Vizepräsident für Internationales Prof. Dr. Florian Schweigert, der am Festakt in Szeged teilnahm.",571
2018-09-12,https://www.uni-potsdam.de/de/nachrichten/detail/2018-09-12-forschung-am-fliessband-im-anwendungszentrum-industrie-40-untersuchen-wissenschaftler-d,12.09.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/6/6/csm__D4S5919_arbeit_nachricht_2971e6cd03.jpg,"Die Arbeitswelt wird komplexer und digitaler. Für die Menschen ist dieser Wandel mit großen Herausforderungen verknüpft, die sie auch im Arbeitsalltag spüren. In einem Lernexperiment erforschen Wissenschaftler, wie Mitarbeiter Produktionsprozesse erlernen und welche Faktoren sie dabei beeinflussen. Heike Kampe hat im Selbstversuch am Experiment teilgenommen.",360
2018-09-13,https://www.uni-potsdam.de/de/nachrichten/detail/2018-09-13-weltweit-auf-talentsuche-universitaet-potsdam-stiftet-start-up-preis-auf-der-diesjaehri,13.09.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/3/csm_2018-09_K-Schultebraucks_GAIN2018Award_Foto-N_Lux_Artikel_20f5ed3c90.jpg,"Deutsche Spitzenforscherinnen und -forscher aus den USA zurück nach Deutschland zu holen, ist ein zentrales Ziel der Talentmesse GAIN. Auf der diesjährigen Tagung, die vom 7. bis 9. September 2018 in Boston stattfand, war auch die Universität Potsdam vertreten, um mit Interessierten aus allen Fachgebieten, Natur- ebenso wie Geisteswissenschaften, ins Gespräch zu kommen. Zudem stiftete die Uni Potsdam, die sich als erfolgreiche Gründerhochschule etabliert hat, einen Preis für den erstmals organisierten Start-up-Wettbewerb der GAIN. Das Gewinner-Team um die Psychologin Dr. Katharina Schultebraucks kommt in den Genuss einer Start-up Coaching-Woche bei Potsdam Transfer, der zentralen Institution für den Wissens- und Technologietransfer der Hochschule.",757
2018-09-14,https://www.uni-potsdam.de/de/nachrichten/detail/2018-09-14-schultueten-fuer-alle-austauschstudierende-aus-aller-welt-beim-zweiwoechigen-deutschlan,14.09.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/f/csm_willkommen_UP_credits_S._Bossier-Steuerwald1_5530953c81.jpg,No abstract found.,0
2018-09-26,https://www.uni-potsdam.de/de/nachrichten/detail/2018-09-26-sich-wehren-lernen-wie-im-hochschulsportkurs-realistische-selbstverteidigung-im-kleinen,26.09.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/a/e/csm_Schwerbehindertensport__Foto_Hopfgarten_20180712_DSC1776_artikel_7f68862759.jpg,"Es ist eine sternenklare Nacht. Eine junge Frau läuft allein die Straße entlang. Von der Diskothek bis nach Hause sind es nur ein paar Schritte. Doch da geschieht es: Ein Mann bedrängt sie, wird aggressiv. Jetzt gilt es, die eigene Angst zu überwinden und den Angreifer in die Flucht zu schlagen. Die zugegeben fiktive Situation ist nur eine von zahlreichen möglichen Szenarien, die vor vielen Jahren dazu führten, dass das Zentrum für Hochschulsport (ZfH) der Universität Potsdam den Kurs „Realistische Selbstverteidigung“ in sein Angebot aufnahm. Seither trainieren Semester für Semester junge Studentinnen und Studenten, wie sie sich im Falle eines tätlichen Angriffs am besten wehren können. Sophia Scholz ist eine von ihnen. In den Übungseinheiten schenkt sie sich nichts: weder bei den Liegestützen, noch bei der „Schubkarre“ oder beim Befreien aus einem simulierten Würgegriff. Was daran so besonders ist? Ihr fehlt die linke Hand. Für die junge Frau kein Hindernis, Herausforderungen wie diese anzunehmen. Die Gruppe hat sie auf ihrer Seite – und den Trainer erst recht.",1078
2018-09-27,https://www.uni-potsdam.de/de/nachrichten/detail/2018-09-27-aus-dem-dunkel-ins-licht-forschungsinitiative-rueckt-die-potsdamer-astrophysik-in-den-f,27.09.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/5/a/csm_670968main_PIA15635_full_artikel_2992c49064.jpg,"Potsdam ist einer der vier wichtigsten Standorte astrophysikalischer Forschung in Deutschland. Neben der Universität sind hier drei international führende Institute beheimatet, die mit einzigartiger Themenvielfalt in diesem Bereich forschen und über gemeinsame Berufungen und Arbeitsgruppen die universitäre Lehre stärken. Im Interview spricht der Astrophysiker Prof. Dr. Philipp Richter über die Vorteile des Netzwerks, die Attraktivität des Studiums und die Förderung des wissenschaftlichen Nachwuchses.",505
2018-09-28,https://www.uni-potsdam.de/de/nachrichten/detail/2018-09-28-it-nachwuchsingenieure-an-der-digital-engineering-fakultaet-feierlich-verabschiedet,28.09.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/4/f/csm_Absolventenfeier2018_Foto_HPI_K._Herschelmann_artikel_362f5026a1.jpg,"Gleich 13 Master- und ein Bachelorstudent haben an der gemeinsamen Digital-Engineering-Fakultät des Hasso-Plattner-Instituts (HPI) und der Universität Potsdam (UP) ihr Informatikstudium mit der Traumnote 1,0 abgeschlossen. Damit gehören sie zu den besten IT-Nachwuchsingenieuren Deutschlands!",292
2018-10-02,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-02-das-glimmende-universum-veroeffentlichung-in-nature,02.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/5/1/csm_PM_AIP_LymanAlpha_DE_2018_10_01_artikel_7cb1142820.jpg,"Mit dem MUSE-Spektrographen am Very Large Telescope der Europäischen Südsternwarte (ESO) entdeckten Wissenschaftlerinnen und Wissenschaftler riesige kosmische Reservoirs von atomarem Wasserstoff, die ferne Galaxien umgeben. Das internationale Team um Lutz Wisotzki, Professor für Beobachtende Kosmologie am Leibniz-Institut für Astrophysik Potsdam (AIP) und der Universität Potsdam, beobachtete erstmals, wie weit sich die leuchtenden Wasserstoffwolken ins All erstrecken. Darüber berichten die Forscher in der Fachzeitschrift „Nature“.",536
2018-10-02,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-02-paragrafen-auf-der-umlaufbahn-wie-ein-vertrag-sichert-dass-der-weltraum-zum-wohle-aller,02.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/1/3/csm_Weltraum_3a_nasa_artikel_d77f04bc1b.jpg,"Er bietet ihnen allen Platz: den bemannten Sojus-Raketen, der ISS, den vielen Satelliten, dem Hubble-Weltraumteleskop und auch den Astronauten, die einen Spaziergang in ihm wagen: Der Weltraum ist längst zu einem riesigen Aktionsfeld geworden. Was hier passiert, regelt seit über 50 Jahren der Weltraumvertrag. Doch was steht eigentlich drin? Petra Görlich sprach darüber mit Marcus Schladebach. Er ist Professor für Öffentliches Recht, Medienrecht und Didaktik der Rechtswissenschaft an der Universität Potsdam.",512
2018-10-04,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-04-was-wirkt-was-bleibt-was-kommt-workshop-zur-studieneingangsphase,04.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/5/7/csm_Workshop_zur_Studieneingangsphase_artikel_48c5727544.jpg,No abstract found.,0
2018-10-04,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-04-beziehungskarussell-im-kosmos-stephan-geier-erforscht-doppelsternsysteme,04.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/9/2/csm_eso1434a_artikel_b2acb8f18d.jpg,"Sie umkreisen sich, verschlucken den anderen oder reißen die Hülle ihres Partners ab – Sterne führen turbulente Beziehungen. Das Weltall steckt voller Mehrsternsysteme, in denen sich die Himmelskörper so nahekommen, dass sie sich gegenseitig beeinflussen. Der Astronom Stephan Geier untersucht, wie diese stellaren Verbindungen bei alternden Sternen aussehen.",359
2018-10-12,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-12-prof-guenther-neuer-vorsitzender-der-landesrektorenkonferenz-praesident-der-universitae,12.10.2018,No author found.,No image found.,No abstract found.,0
2018-10-12,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-12-das-geheimnis-der-intelligenz-potsdamer-bildungswissenschaftlerin-an-berliner-exzellenz,12.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/d/6/csm_DSC_1686_Foto_Karla_Fritze_Artikel_1a733222a5.jpg,"Rebecca Lazarides ist Juniorprofessorin für Schulpädagogik mit dem Schwerpunkt Schul- und Unterrichtsentwicklung an der Universität Potsdam. Als externe Projektleiterin ist sie am Exzellenzclusters „Science of Intelligence“ (SCIoI) der Technischen Universität Berlin und der Humboldt-Universität zu Berlin beteiligt, das im September 2018 bewilligt wurde. Ziel des Clusters ist es, Prinzipien intelligenten Verhaltens aus interdisziplinärer Perspektive zu erforschen. Dafür arbeiten Wissenschaftlerinnen und Wissenschaftler aus verschiedenen Disziplinen wie Robotik, Philosophie, Informatik, Psychologie und Erziehungswissenschaften in verschiedenen Projekten zusammen. Rebecca Lazarides wird in ihrem Teilvorhaben die Entwicklung intelligenten Verhaltens im Kontext sozialer Lernprozesse untersuchen. Matthias Zimmermann sprach mit ihr über die Arbeit am und im Cluster.",871
2018-10-16,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-16-mehr-macht-fuer-wenige-grosse-der-jurist-tobias-lettl-beobachtet-machtkonzentrationen-a,16.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/2/b/csm_Lettl_03_Foto_Karla_Fritze_artikel_4f75c8cec8.jpg,"Obst und Gemüse, Brot oder Milchprodukte – dass wir Lebensmittel täglich benötigen, steht fest. Wo wir sie einkaufen auch, ließe sich etwas provokativ formulieren. Denn die Auswahl zwischen den Supermärkten ist in Deutschland eigentlich nicht groß. Waren es in den 1990er Jahren immerhin noch acht große Handelsketten mit insgesamt 70 Prozent Marktanteil, dominieren heute fünf Supermarktketten den Lebensmitteleinzelhandel: Edeka, Rewe, Aldi, die Schwarz-Gruppe, zu der Kaufland und Lidl gehören, sowie die Metro AG mit Real. Diese Unternehmen teilen sich 90 Prozent des Marktes. „Die wirtschaftliche Macht großer Unternehmen wächst immer weiter an“, sagt Tobias Lettl. Der Professor für Bürgerliches Recht, Handels- und Wirtschaftsrecht, hat im Auftrag der unabhängigen Hilfsorganisation Oxfam ein Gutachten zur Konzentration der Marktmacht erstellt. Und das zeigt: Für das Bundeskartellamt wird es zunehmend schwierig, großen Unternehmen Grenzen zu setzen. Mit Folgen für die Freiheit des Wettbewerbs – und letztlich für uns alle.",1033
2018-10-17,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-17-wie-viel-offenheit-braucht-wissenschaft-von-den-verlockungen-der-open-science-und-ihren,17.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/9/3/csm_Fotolia_1692735516_amiak_artikel_6992c7c770.jpg,"Freier Zugang zu Forschungsergebnissen, -daten und -methoden? Transparenz von der Frage bis zur Lösung? Die Idee einer „Open Science“ macht Schlagzeilen, vor allem im Schlepptau der Digitalisierung. Denn aktuelle technische Innovationen bieten nicht nur neue Möglichkeiten für die Forschung, sondern auch dafür, diese offener zu präsentieren – und zwar vom Datensatz bis zum Paper. Aber sollte auch alles gemacht werden, was technisch möglich ist? Matthias Zimmermann sprach mit Forschenden an der Uni Potsdam darüber, was sie von den verschiedenen Facetten der Open Science halten und in welcher Form sie diese schon heute betreiben.",634
2018-10-18,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-18-der-lange-kampf-der-frauen-ringvorlesung-zum-schwangerschaftsabbruch-startet,18.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/d/csm_Der_lange_Kampf_der_Frauen__Fotolia_Neues_Okt_2018_ceef6fd544.jpg,"Das Koordinationsbüro für Chancengleichheit und der Allgemeine Studierendenausschuss der Universität Potsdam laden zu einer Ringvorlesung ein, die sich mit der Praxis des Schwangerschaftsabbruchs in Gegenwart und Vergangenheit, unterschiedlichen Umgangsweisen der Politik mit dem Thema und feministischen Perspektiven auf das Beenden einer Schwangerschaft im Christentum, Judentum und Islam auseinandersetzt. Die Reihe soll aktuelle Forschungsfragen mit gesellschaftlichen Herausforderungen verbinden. Sie nimmt explizit auf Paragraf 219a des Strafgesetzbuches Bezug, der das „Ankündigen“ und „Anpreisen“ von Diensten und Mitteln des Schwangerschaftsabbruchs unter Strafe stellt. Zu Wort werden sowohl Wissenschaftlerinnen und Wissenschaftler als auch Personen aus der Praxis kommen. Start ist am 18. Oktober.",809
2018-10-19,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-19-verstehen-hilft-heilen-das-europaweite-forschungsnetzwerk-vacure-soll-seltene-krankheit,19.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/3/7/csm_salim_seyfried_foto_karla_fritze_artikel_8a787fd67f.jpg,"Salim Seyfried ist Professor für Zoophysiologie an der Universität Potsdam. Er und seine Arbeitsgruppe sind Teil des europaweiten Forschungskonsortiums „V.A.Cure“, das sich – dank EU-Förderung – gebildet hat, um Grundlagenforschung und Therapieentwicklung für seltene Gefäßerkrankungen zusammenzubringen. Matthias Zimmermann sprach mit ihm über die Ziele und die Arbeit von „V.A.Cure“.",385
2018-10-22,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-22-international-war-studies-gestartet-erste-studierende-im-neuen-double-degree-masterstud,22.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/9/csm_neitzel_war_studies_foto_christian_rietz_artikel_4b9eeb82b7.jpg,"Am 15. Oktober 2018 wurde die erste Kohorte des neuen Studiengangs „International War Studies“ am Campus Am Neuen Palais offiziell begrüßt. Der neue englischsprachige Studiengang ist deutschlandweit einmalig und wurde von Prof. Dr. Sönke Neitzel (UP) sowie Prof. Dr. Robert Gerwarth (UCD) initiiert, beides Lehrstuhlinhaber für Militärgeschichte und Kulturgeschichte der Gewalt. Feierliche Auftaktveranstaltung des akademischen Jahres war der Gastvortrag von Prof. Dr. Hans-Lukas Kieser von der Newcastle University in Australien, einem der profiliertesten Kenner der Geschichte des Osmanischen Reiches. Sein Vortrag erörterte die Bedeutung des Vertrags von Lausanne 1923 für die Entstehung der modernen Türkischen Republik und den Völkermord an den Armeniern.",760
2018-10-23,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-23-botschafter-sri-lankas-im-botanischen-garten-heiliger-baum-im-fokus,23.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/1/d/csm_Bodhi_Baum_Botschafter_Foto_BotGarten_artikel_19b76d46c6.jpg,"Der Botschafter von Sri Lanka, Karunasena Hettiarachchi, hat mit einer kleinen Delegation seines Landes im Oktober 2018 den Botanischen Garten in Potsdam besucht. Anlass war ein anderer Gast des Gartens: der heilige Baum des Buddhismus, der hier zurzeit in Pflege ist. Die Gäste wurden von Gartendirektor Prof. Dr. Patrick O’Brien herzlich willkommen geheißen.",360
2018-10-24,https://www.uni-potsdam.de/de/nachrichten/detail/2018-10-24-voll-motiviert-potsdamer-forscherinnen-untersuchen-die-motivation-im-unterricht,24.10.2018,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/8/csm_DSC_1674_Foto_Karla_Fritze_artikel_4556bc8e53.jpg,"Mehr als 1.000 Schülerinnen und Schüler an 14 Sekundarschulen in ganz Berlin haben Rebecca Lazarides und Charlott Rubach in ihrer Erhebung befragt, und das über anderthalb Jahre. Von Hohenschönhausen bis Steglitz, von Kreuzberg bis Schöneberg, von Wedding bis Köpenick. Vom Gymnasium zur Integrierten Sekundarschule. Und nicht nur die Jugendlichen, auch deren Eltern und Lehrkräfte nahmen an der Fragebogenstudie teil. Dabei hatten die beiden Bildungsforscherinnen ein Ziel: Sie wollten herausfinden, wie motiviert Jugendliche im Unterricht sind und was die Motivation der Lehrperson, die Unterrichtsqualität und die Kooperationsbereitschaft der Eltern damit zu tun haben. Ein Schwerpunkt lag auf dem Mathematikunterricht.",722
